prive_code	description	group	phenocode	description_more	coding	coding_description	pops	num_pops	pops_pass_qc	num_pops_pass_qc	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	n_cases_hq_cohort_both_sexes	n_cases_hq_cohort_females	n_cases_hq_cohort_males	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	filename	aws_link	wget	size_in_bytes	description_panUKB	proxy_GWAS	short_label	use_in_analysis	N	N_case	N_control	ldsc_int	ldsc_int_se	ldsc_h2	ldsc_h2_se	ldpred2_n_keep	ldpred2_h2	ldpred2_p	PGS_trait_type	GWAS_trait_type	prevalence	N_total	group_consolidated	Nsize_Caribbean	Nsize_China	Nsize_India	Nsize_Iran	Nsize_Italy	Nsize_Nigeria	Nsize_Poland	Nsize_United	pcor_Caribbean	pcor_China	pcor_India	pcor_Iran	pcor_Italy	pcor_Nigeria	pcor_Poland	pcor_United	inf_Caribbean	inf_China	inf_India	inf_Iran	inf_Italy	inf_Nigeria	inf_Poland	inf_United	sup_Caribbean	sup_China	sup_India	sup_Iran	sup_Italy	sup_Nigeria	sup_Poland	sup_United	PGS_R2_Caribbean	PGS_R2_China	PGS_R2_India	PGS_R2_Iran	PGS_R2_Italy	PGS_R2_Nigeria	PGS_R2_Poland	PGS_R2_United	cMperMb	n_sig_SNPs	gini_panUKB	beta_pop	gini_meta	gini_AFR	gini_CSA	gini_EUR	gini_AMR	gini_EAS	gini_meta_hq	portability_index	portability_index_SE	portability_index_P	log_F	traitLD_unadj_EUR	traitLD_adj_EUR	traitLD_unadj_AFR	traitLD_adj_AFR	traitLD_unadj_AMR	traitLD_adj_AMR	traitLD_unadj_CSA	traitLD_adj_CSA	traitLD_unadj_EAS	traitLD_adj_EAS	traitLD_unadj_mean	traitLD_unadj_sd	traitLD_unadj_max	traitLD_unadj_min	traitLD_unadj_range	traitLD_unadj_ratio	traitLD_unadj_CoV
log_water_mass	Whole body water mass	physical measures	23102	Body composition estimation by impedance measurement. Body water mass Units in Kg. Increments in 0.1 Kg.			AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	433465	234611	198840	429841	232237	197590	6458	962	8658	2662	413190	1535							continuous-23102-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23102-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23102-both_sexes-irnt.tsv.bgz	2336589349	Whole body water mass	FALSE	Water mass	TRUE	384262			1.15	0.022	0.3	0.00958	29	0.334	0.029	quantitative	quantitative		384262	physical measures	2420	1782	6185	1152	6539	3801	4073	19641	0.2518	0.3166	0.3881	0.3695	0.4309	0.1924	0.4477	0.4574	0.2139	0.274	0.3667	0.3181	0.4109	0.1615	0.4228	0.4462	0.2889	0.358	0.4091	0.4188	0.4505	0.2229	0.472	0.4684	0.06340324	0.10023556	0.15062161	0.13653025	0.18567481	0.03701776	0.20043529	0.20921476		14459	0.29980164169351	meta2use_WC	0.299793825702739	0.334192450345965	0.246588592733617	0.255138657665495	0.297046262393824	0.324179607642917	0.29980164169351	-0.00182334648286952	0.000112000643630948	8.03529866369931e-07	2.45975175721595	398.635175430673	0.559161895217895	180.409732075451	0.33466037272741	279.21169871427	0.42076612882235	246.581716555422	0.538144542114013	259.029783378399	0.346999538107124	272.773621230843	79.5119120582405	398.635175430673	180.409732075451	218.225443355222	2.2096101515408	0.291494139717239
lymphocyte_perc	Lymphocyte percentage	biological measures	30180	"Result of ""Lymphocytes Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Lymphocytes (Percentage) is calculated as the proportion of lymphocytes in the leukocytes."			AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427171	230437	196720	417330	224422	192894	6262	949	8502	2630	407282	1546							continuous-30180-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30180-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30180-both_sexes-irnt.tsv.bgz	2390905074	Lymphocyte percentage	FALSE	Lymphocyte %	TRUE	378466			1.12	0.0182	0.15	0.00964	29	0.163	0.00775	quantitative	quantitative		378466	biological measures	2337	1761	6056	1150	6417	3695	3992	19383	0.1708	0.2475	0.2722	0.2825	0.3022	0.1726	0.2972	0.314	0.131	0.2028	0.2487	0.228	0.2798	0.1411	0.2686	0.3012	0.21	0.291	0.2954	0.3353	0.3243	0.2038	0.3253	0.3266	0.02917264	0.06125625	0.07409284	0.07980625	0.09132484	0.02979076	0.08832784	0.098596		6176	0.300802129472327	meta2use_WC	0.318072932458757	0.708824260602321	0.360481195545065	0.301330889962793	0.418264876446354	0.443447226627215	0.300802129472327	-0.00157486916520899	0.000112418096198061	2.23638958216434e-06	2.22042464886922	308.310320180637	0.300843250478857	132.860741860518	-0.196840845131601	265.773606081719	0.422033812224781	241.706412086689	0.221535872551492	245.658531102359	0.113067185541075	238.861922262384	64.8803783128555	308.310320180637	132.860741860518	175.449578320119	2.32055245110939	0.271622943072467
MCH	Mean corpuscular haemoglobin	biological measures	30050	"Result of ""Mean Corpuscular Haemoglobin"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit."			AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427935	230839	197094	416524	224156	192368	6281	950	8532	2632	407992	1548							continuous-30050-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30050-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30050-both_sexes-irnt.tsv.bgz	2380579062	Mean corpuscular haemoglobin	FALSE	MCH	TRUE	379315			1.09	0.0184	0.218	0.0241	30	0.225	0.00331	quantitative	quantitative		379315	biological measures	2343	1762	6078	1153	6435	3711	4000	19421	0.1586	0.2299	0.2698	0.2578	0.317	0.1189	0.384	0.4309	0.1187	0.1849	0.2462	0.2026	0.2948	0.087	0.3572	0.4194	0.198	0.2739	0.2929	0.3114	0.3388	0.1506	0.4102	0.4423	0.02515396	0.05285401	0.07279204	0.06646084	0.100489	0.01413721	0.147456	0.18567481		11733	0.494760286382802	meta2use_WC	0.491846066081138	0.562775470219064	0.481502396012589	0.420262394632415	0.480162686945145	0.422670695460038	0.494760286382802	-0.0024075131808773	0.000320861615103635	0.000136926024164962	2.19992277007632	200.058114490167	0.217898545503102	102.881189991498	-0.203834634152359	146.096152898705	-0.0826922752070934	119.510032501695	-0.0137946069238541	162.035905713858	-0.0819918377803529	146.116279119185	37.8824557352027	200.058114490167	102.881189991498	97.1769244986681	1.94455482587923	0.259262389951106
MCV	Mean corpuscular volume	biological measures	30040	"Result of ""Mean Corpuscular Volume"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Corpuscular Haemoglobin Concentration (pg) is the weight of hemoglobin in the average erythrocyte, computed by the formula: MCH = (hemoglobin/red blood cells) x 10."			AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427936	230840	197094	416525	224157	192368	6281	950	8532	2632	407993	1548							continuous-30040-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz	2380694527	Mean corpuscular volume	FALSE	MCV	TRUE	379414			1.11	0.0199	0.233	0.0231	30	0.244	0.00414	quantitative	quantitative		379414	biological measures	2342	1762	6078	1153	6437	3711	4002	19423	0.2067	0.2426	0.2987	0.2898	0.3414	0.1227	0.3969	0.4447	0.1674	0.1979	0.2756	0.2355	0.3196	0.0908	0.3704	0.4333	0.2453	0.2863	0.3214	0.3422	0.3628	0.1543	0.4228	0.4559	0.04272489	0.05885476	0.08922169	0.08398404	0.11655396	0.01505529	0.15752961	0.19775809		12531	0.496883210154652	meta2use_WC	0.493443256581749	0.575987616081444	0.487596218695359	0.411840421461398	0.466657575440027	0.466857590974981	0.496883210154652	-0.00229640241318953	0.000275609614053249	7.02386243451715e-05	2.31080992201585	180.639104498154	0.0793390658142534	92.3091113707756	-0.269507501202428	133.63777350478	-0.2076726356588	109.026592739719	-0.127476548024155	137.876143987599	-0.259987206443185	130.697745220205	33.5322180908341	180.639104498154	92.3091113707756	88.3299931273785	1.95689354837992	0.256563095517352
monocyte_perc	Monocyte percentage	biological measures	30190	"Result of ""Monocytes Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Monocytes (percentage) is calculated as the proportion of monocytes in the leukocytes."			AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427159	230437	196720	417318	224422	192894	6262	949	8502	2630	407270	1546							continuous-30190-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30190-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30190-both_sexes-irnt.tsv.bgz	2391048810	Monocyte percentage	FALSE	Monocyte %	TRUE	375784			1.12	0.0223	0.189	0.0203	29	0.202	0.00383	quantitative	quantitative		375784	biological measures	2298	1744	6010	1144	6368	3663	3963	19244	0.184	0.3106	0.3324	0.4032	0.4021	0.1696	0.4017	0.4126	0.1441	0.2673	0.3096	0.3531	0.3813	0.1379	0.3752	0.4008	0.2234	0.3526	0.3547	0.4511	0.4225	0.201	0.4276	0.4243	0.033856	0.09647236	0.11048976	0.16257024	0.16168441	0.02876416	0.16136289	0.17023876		8090	0.413162852486244	meta2use_WC	0.411939909151917	0.44133247465488	0.385961452740758	0.413329394467177	0.393666861419299	0.39217422725876	0.413162852486244	-0.00179864771889867	0.000161517953244411	1.04824472375336e-05	2.9283619389376	214.330187058525	-0.0989020506633543	150.133271917645	-0.13686733246972	181.563234367038	-0.256164609329719	195.966712918945	-0.144815613019889	196.254220376666	-0.277772016956724	187.649525327764	23.9770009816367	214.330187058525	150.133271917645	64.1969151408796	1.42759952088498	0.127775441689802
more_evening	Morning/evening person (chronotype)	lifestyle and environment	1180	"ACE touchscreen question ""Do you consider yourself to be?"" If the participant activated the Help button they were shown the message:     If this varies a lot, answer this question in relation to the last 4 weeks."			AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	393054	217660	175381	382907	211554	171341	5561	884	7517	2343	375390	1359							continuous-1180-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1180-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1180-both_sexes.tsv.bgz	2371657589	Morning/evening person (chronotype)	FALSE	Chronotype	TRUE	349238			1.01	0.012	0.126	0.00458	25	0.127	0.0305	quantitative	quantitative		349238	lifestyle/psychological	2172	1598	5368	982	5965	3156	3779	17895	0.0871	0.1252	0.1219	0.1307	0.2002	0.0562	0.2007	0.2051	0.045	0.0763	0.0954	0.0681	0.1757	0.0212	0.1699	0.191	0.1288	0.1735	0.1482	0.1924	0.2245	0.091	0.2312	0.2191	0.00758641	0.01567504	0.01485961	0.01708249	0.04008004	0.00315844	0.04028049	0.04206601		2017	0.232961405525867	meta2use_WC	0.247375537156232	0.539084506719276	0.304392213345912	0.232512912542183	0.320206527052468	0.422306898776742	0.232961405525867	-0.00224485143623194	0.000278461382619968	8.67878768121643e-05	2.68680305910721	222.995423022785	0.331146761231714	106.286389151935	-0.190853317936949	197.337768493575	0.178903879217638	178.641037272358	0.138504884918614	150.244889340852	0.016904635827599	171.101101456301	44.9281717163156	222.995423022785	106.286389151935	116.709033870849	2.09806189486798	0.262582597855398
more_sunscreen	Use of sun/uv protection	lifestyle and environment	2267	"ACE touchscreen question ""Do you wear sun protection (e.g. sunscreen lotion, hat) when you spend time outdoors in the summer?"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know."			AFR,AMR,CSA,EAS,EUR,MID	6	AFR,EUR,MID	3	437008	236230	200764	425297	230150	195133	6285	949	8190	2572	417485	1527							continuous-2267-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2267-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2267-both_sexes.tsv.bgz	2362960093	Use of sun/uv protection	FALSE	Sunscreen use	TRUE	388263			0.994	0.00934	0.0601	0.00467	26	0.0531	0.00691	quantitative	quantitative		388263	lifestyle/psychological	2375	1733	5836	1095	6569	3660	4075	19837	0.0296	0.049	0.0425	0.0891	0.0951	0.0233	0.0842	0.1345	-0.0108	0.0016	0.0168	0.0295	0.0711	-0.0092	0.0536	0.1208	0.0699	0.0961	0.0681	0.1481	0.1191	0.0558	0.1147	0.1482	0.00087616	0.002401	0.00180625	0.00793881	0.00904401	0.00054289	0.00708964	0.01809025		940	0.701825313755905	meta2use_WC	0.700920119869392	0.762405815085769	0.663358577252428	0.601166431838793	0.599889069516945	0.735907841401741	0.701825313755905	-0.00274700113642918	0.000454747725848717	0.000520733961300871	3.30323153304774	161.341250922772	0.198864365538001	59.9588239357388	-0.147306279442694	134.998216392718	-0.11084158400399	104.493901714938	-0.372144376224785	137.46031543298	-0.300060329268063	119.650501679829	38.9989721007752	161.341250922772	59.9588239357388	101.382426987033	2.69086750426744	0.325940731992348
myopia	Myopia diagnosis	physical measures	367.1				EUR	1	""	0	1758	972	786								1758						416775		phecode-367.1-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-367.1-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-367.1-both_sexes.tsv.bgz	552500480	Myopia	TRUE	Myopia	TRUE		25473	58773	1.04	0.00978	0.344	0.0201	23	0.372	0.00757	binary	binary	0.30236450395271	84246	physical measures	1344	649	2654	441	2021	1916	1151	4226	0.1168	0.1474	0.1747	0.1836	0.2062	0.0701	0.2489	0.2396	0.0633	0.07	0.1374	0.0896	0.1638	0.0251	0.1934	0.2109	0.1696	0.223	0.2115	0.2744	0.2477	0.1147	0.3028	0.2678	0.01364224	0.02172676	0.03052009	0.03370896	0.04251844	0.00491401	0.06195121	0.05740816		129	0.947014993382421	meta2use_WC		0.974889908097004	0.985329346265373	0.947014993382421	0.990498220239132	0.986774523113539		-0.00210397898933613	0.000195360696332485	1.30954682005102e-05	2.02576670331364	29.1157886129163	-0.247460992947015	76.9307360899995	0.313414667972445	56.290652679327	-0.41994612058755	28.48381021557	-0.292610882267786	61.5502939485769	-0.718112604332181	50.4742563092779	21.1909076058885	76.9307360899995	28.48381021557	48.4469258744295	2.70085832996975	0.419835955106352
narcolepsy	Daytime dozing / sleeping (narcolepsy)	physical measures	1220	"ACE touchscreen question ""How likely are you to doze off or fall asleep during the daytime when you don't mean to? (e.g. when working, reading or driving)"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know."			AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	438682	237312	201357	427251	230551	196688	6399	942	8377	2582	418874	1508							continuous-1220-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1220-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1220-both_sexes.tsv.bgz	2374342277	Daytime dozing / sleeping (narcolepsy)	FALSE	Narcolepsy	TRUE		90050	299510	0.996	0.00949	0.0999	0.00527	22	0.0962	0.0206	binary	quantitative	0.231158229797721	389560	physical measures	2395	1752	6001	1078	6571	3750	4057	19922	0.0267	0.0367	0.0739	0.0622	0.0631	0.0356	0.0898	0.0959	-0.0135	-0.0104	0.0487	0.002	0.039	0.0036	0.0591	0.0822	0.0668	0.0837	0.0991	0.1221	0.0872	0.0677	0.1203	0.1097	0.00071289	0.00134689	0.00546121	0.00386884	0.00398161	0.00126736	0.00806404	0.00919681		543	0.900132626073167	meta2use_WC	0.900132626073167	0.906333616879625	0.769886080375459	0.714541092473118	0.802297815598904	0.868723629918001		-0.00242575450631763	0.000306875142822465	9.83902923716111e-05	1.71791973692353	373.914338217113	0.277251266162187	65.6762949928858	-0.0669627003137124	323.487305614173	0.231750462137241	194.59059278612	0.139576568092233	91.1829337179012	-0.474521860774396	209.770293065639	136.867903359305	373.914338217113	65.6762949928858	308.238043224227	5.69329220318558	0.652465615407604
neuroticism	Neuroticism score	psychiatric disorders	20127	This is an externally derived summary score of neuroticism, based on 12 neurotic behaviour domains as reported from fields 1920, 1930, 1940, 1950, 1960, 1970, 1980, 1990, 2000, 2010, 2020 and 2030 from the touchscreen questionnaire at baseline. Participants were assessed for twelve domains of neurotic behaviours via the touchscreen questionnaire. Questions included:    Does your mood often go up and down?   Do you ever feel 'just miserable' for no reason?   Are you an irritable person?   Are your feelings easily hurt?   Do you often feel 'fed-up'?   Would you call yourself a nervous person?   Are you a worrier?   Would you call yourself tense or 'highly strung'?   Do you worry too long after an embarrassing experience?   Do you suffer from 'nerves'?   Do you often feel lonely?   Are you often troubled by feelings of guilt?   Participants could answer Yes, No, Do not know or Prefer not to answer.   This field summarises the number of Yes answers across these twelve questions into a single integer score for each participant.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab.			AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	354517	188996	165512	346633	184342	162283	4537	707	5394	1670	341239	970							continuous-20127-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20127-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20127-both_sexes-irnt.tsv.bgz	2354369660	Neuroticism score	FALSE	Neuroticism	TRUE	317218			1.01	0.0119	0.121	0.00454	25	0.12	0.0321	quantitative	quantitative		317218	lifestyle/psychological	1756	1138	3839	632	5081	2505	2941	16206	0.0778	0.1278	0.1307	0.1655	0.1732	0.0476	0.1696	0.1882	0.0308	0.0697	0.0994	0.0874	0.1464	0.0083	0.1341	0.1733	0.1243	0.185	0.1618	0.2416	0.1998	0.0867	0.2046	0.203	0.00605284	0.01633284	0.01708249	0.02739025	0.02999824	0.00226576	0.02876416	0.03541924		1480	0.439189269720754	meta2use_WC	0.439189269720754	0.612750228653552	0.325130412243299	0.261913511301064	0.295369758945014	0.418120578136716		-0.00210693399569249	0.000161473053422365	3.61790306472446e-06	1.90375570698603	468.340612151827	0.845861964019812	100.853489919893	-0.0616792797214174	395.474905948447	0.757983315532338	333.734989600681	0.667605621678406	210.57256432109	0.295209257252045	301.795312388388	146.826897982971	468.340612151827	100.853489919893	367.487122231934	4.64377199563274	0.486511526043903
neutrophil_perc	Neutrophil percentage	biological measures	30200	"Result of ""Neutrophils Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Neutrophils (Percentage) is calculated as the proportion of neutrophils in the leukocytes."			AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427171	230437	196720	417330	224422	192894	6262	949	8502	2630	407282	1546							continuous-30200-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30200-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30200-both_sexes-irnt.tsv.bgz	2391000072	Neutrophill percentage	TRUE	Neutrophil %	TRUE	378006			1.09	0.0178	0.146	0.00937	29	0.153	0.00736	quantitative	quantitative		378006	biological measures	2334	1760	6055	1147	6413	3681	3988	19359	0.166	0.2332	0.2672	0.2921	0.2972	0.1587	0.2971	0.3059	0.1261	0.1882	0.2436	0.2377	0.2747	0.1269	0.2684	0.293	0.2054	0.2771	0.2904	0.3446	0.3194	0.1901	0.3252	0.3186	0.027556	0.05438224	0.07139584	0.08532241	0.08832784	0.02518569	0.08826841	0.09357481		5569	0.299008633963119	meta2use_WC	0.320143455470311	0.720820657377675	0.336114759430887	0.299563380914048	0.425480965066493	0.388372010768315	0.299008633963119	-0.00160071868765392	0.000108976007373564	1.62081182659145e-06	2.2650790230082	326.898672239461	0.281833982793761	141.537037754712	-0.0697781978235036	276.480766738515	0.47405002588032	272.199129813361	0.270381388791204	263.602010119221	0.270428577469809	256.143523333054	68.6803331152912	326.898672239461	141.537037754712	185.361634484749	2.30963341769231	0.26813222611133
phosphate	Phosphate	biological measures	30810				AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	384475	206264	178211	374169	200249	173920	5750	854	7685	2342	366484	1360							biomarkers-30810-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30810-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30810-both_sexes-irnt.tsv.bgz	2371409873	Phosphate	FALSE	Phosphate	TRUE	340814			1.03	0.0131	0.124	0.0111	29	0.118	0.00458	quantitative	quantitative		340814	biological measures	2158	1562	5480	1032	5788	3396	3587	17416	0.1653	0.2335	0.2425	0.3088	0.2787	0.1139	0.2829	0.2712	0.1238	0.1858	0.2174	0.252	0.2547	0.0804	0.2524	0.2574	0.2063	0.2802	0.2673	0.3635	0.3024	0.147	0.3128	0.2849	0.02732409	0.05452225	0.05880625	0.09535744	0.07767369	0.01297321	0.08003241	0.07354944		3040	0.414622682567861	meta2use_WC	0.415000795454888	0.443610711796839	0.48786343535483	0.411890476318724	0.440341718518559	0.497048682748571	0.414622682567861	-0.00138271866351034	0.000324459535541526	0.00373917512189407	2.62164867137742	138.838539263381	-0.17584310957145	112.518470369704	-0.0104257788521302	141.24197869622	-0.324941345272029	107.138468117716	-0.232765093431671	124.126645551805	-0.193787222157953	124.772820399765	15.2531524540403	141.24197869622	107.138468117716	34.1035105785044	1.31831247149282	0.122247396549745
play_computer	Plays computer games	lifestyle and environment	2237	"ACE touchscreen question ""Do you play computer games?"" If the participant activated the Help button they were shown the message:     Answer this question thinking about the past year."			AFR,AMR,CSA,EAS,EUR,MID	6	EUR,MID	2	440297	238066	202218	421659	227938	193708	6495	961	8548	2634	420102	1557							continuous-2237-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2237-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2237-both_sexes.tsv.bgz	2400616868	Plays computer games	FALSE	Plays PC games	TRUE		81840	308868	1.01	0.01	0.157	0.00629	23	0.16	0.0641	binary	quantitative	0.209465892687122	390708	lifestyle/psychological	2445	1782	6108	1143	6626	3818	4117	19980	0.0494	0.0169	0.0869	0.0933	0.1279	0.0465	0.1306	0.1371	0.0096	-0.0298	0.0619	0.035	0.1041	0.0147	0.1003	0.1235	0.089	0.0635	0.1117	0.151	0.1515	0.0782	0.1605	0.1507	0.00244036	0.00028561	0.00755161	0.00870489	0.01635841	0.00216225	0.01705636	0.01879641		837	0.693963485345472	meta2use_WC	0.682911048437535	0.796104095945487	0.709391043487575	0.535482549434817	0.648956209880166	0.913234328130255	0.693963485345472	-0.00249414106069834	0.000229046458217122	1.21688736405383e-05	1.2573379381191	415.602095783047	0.363092844903761	106.096913502125	0.0901057606283588	384.080988648613	0.410494093875131	192.933430651599	-0.0672905802812702	70.9498210448817	0.0945230281685832	233.932649926053	158.220277759682	415.602095783047	70.9498210448817	344.652274738166	5.8576905432946	0.676349700692468
